LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%)
CN0100100000000,1,1,"Autauga County, AL",2020,"26,485","25,085","1,400",5.3
CN0100300000000,1,3,"Baldwin County, AL",2020,"105,948","99,918","6,030",5.7
CN0100500000000,1,5,"Barbour County, AL",2020,"9,529","8,864",665,7.0
CN0100700000000,1,7,"Bibb County, AL",2020,"8,688","8,060",628,7.2
CN0100900000000,1,9,"Blount County, AL",2020,"25,644","24,526","1,118",4.4
CN0101100000000,1,11,"Bullock County, AL",2020,"4,287","3,997",290,6.8
CN0101300000000,1,13,"Butler County, AL",2020,"8,420","7,549",871,10.3
CN0101500000000,1,15,"Calhoun County, AL",2020,"50,401","46,788","3,613",7.2
CN0101700000000,1,17,"Chambers County, AL",2020,"16,411","15,214","1,197",7.3
CN0101900000000,1,19,"Cherokee County, AL",2020,"10,064","9,487",577,5.7
CN0102100000000,1,21,"Chilton County, AL",2020,"18,963","17,890","1,073",5.7
CN0102300000000,1,23,"Choctaw County, AL",2020,"4,702","4,362",340,7.2
CN0102500000000,1,25,"Clarke County, AL",2020,"8,683","7,918",765,8.8
CN0102700000000,1,27,"Clay County, AL",2020,"6,041","5,766",275,4.6
CN0102900000000,1,29,"Cleburne County, AL",2020,"5,807","5,518",289,5.0
CN0103100000000,1,31,"Coffee County, AL",2020,"22,991","21,948","1,043",4.5
CN0103300000000,1,33,"Colbert County, AL",2020,"25,378","23,661","1,717",6.8
CN0103500000000,1,35,"Conecuh County, AL",2020,"4,193","3,836",357,8.5
CN0103700000000,1,37,"Coosa County, AL",2020,"4,271","4,008",263,6.2
CN0103900000000,1,39,"Covington County, AL",2020,"15,356","14,532",824,5.4
CN0104100000000,1,41,"Crenshaw County, AL",2020,"5,680","5,292",388,6.8
CN0104300000000,1,43,"Cullman County, AL",2020,"38,040","36,200","1,840",4.8
CN0104500000000,1,45,"Dale County, AL",2020,"18,559","17,449","1,110",6.0
CN0104700000000,1,47,"Dallas County, AL",2020,"15,750","14,030","1,720",10.9
CN0104900000000,1,49,"DeKalb County, AL",2020,"31,582","30,055","1,527",4.8
CN0105100000000,1,51,"Elmore County, AL",2020,"39,395","37,406","1,989",5.0
CN0105300000000,1,53,"Escambia County, AL",2020,"13,235","12,255",980,7.4
CN0105500000000,1,55,"Etowah County, AL",2020,"43,403","39,963","3,440",7.9
CN0105700000000,1,57,"Fayette County, AL",2020,"6,654","6,293",361,5.4
CN0105900000000,1,59,"Franklin County, AL",2020,"13,920","13,213",707,5.1
CN0106100000000,1,61,"Geneva County, AL",2020,"11,145","10,649",496,4.5
CN0106300000000,1,63,"Greene County, AL",2020,"2,558","2,200",358,14.0
CN0106500000000,1,65,"Hale County, AL",2020,"5,693","5,068",625,11.0
CN0106700000000,1,67,"Henry County, AL",2020,"7,480","7,115",365,4.9
CN0106900000000,1,69,"Houston County, AL",2020,"47,095","44,331","2,764",5.9
CN0107100000000,1,71,"Jackson County, AL",2020,"20,393","19,054","1,339",6.6
CN0107300000000,1,73,"Jefferson County, AL",2020,"318,330","296,768","21,562",6.8
CN0107500000000,1,75,"Lamar County, AL",2020,"5,350","5,043",307,5.7
CN0107700000000,1,77,"Lauderdale County, AL",2020,"41,717","39,148","2,569",6.2
CN0107900000000,1,79,"Lawrence County, AL",2020,"15,050","14,276",774,5.1
CN0108100000000,1,81,"Lee County, AL",2020,"81,383","77,003","4,380",5.4
CN0108300000000,1,83,"Limestone County, AL",2020,"48,309","46,189","2,120",4.4
CN0108500000000,1,85,"Lowndes County, AL",2020,"4,234","3,697",537,12.7
CN0108700000000,1,87,"Macon County, AL",2020,"8,184","7,328",856,10.5
CN0108900000000,1,89,"Madison County, AL",2020,"195,255","185,655","9,600",4.9
CN0109100000000,1,91,"Marengo County, AL",2020,"7,614","7,078",536,7.0
CN0109300000000,1,93,"Marion County, AL",2020,"12,574","11,847",727,5.8
CN0109500000000,1,95,"Marshall County, AL",2020,"42,350","40,319","2,031",4.8
CN0109700000000,1,97,"Mobile County, AL",2020,"186,840","170,271","16,569",8.9
CN0109900000000,1,99,"Monroe County, AL",2020,"7,394","6,732",662,9.0
CN0110100000000,1,101,"Montgomery County, AL",2020,"103,348","94,236","9,112",8.8
CN0110300000000,1,103,"Morgan County, AL",2020,"56,780","53,869","2,911",5.1
CN0110500000000,1,105,"Perry County, AL",2020,"2,771","2,369",402,14.5
CN0110700000000,1,107,"Pickens County, AL",2020,"6,901","6,370",531,7.7
CN0110900000000,1,109,"Pike County, AL",2020,"14,953","14,110",843,5.6
CN0111100000000,1,111,"Randolph County, AL",2020,"8,475","7,984",491,5.8
CN0111300000000,1,113,"Russell County, AL",2020,"23,051","21,708","1,343",5.8
CN0111500000000,1,115,"St. Clair County, AL",2020,"42,080","39,889","2,191",5.2
CN0111700000000,1,117,"Shelby County, AL",2020,"113,142","108,283","4,859",4.3
CN0111900000000,1,119,"Sumter County, AL",2020,"4,715","4,352",363,7.7
CN0112100000000,1,121,"Talladega County, AL",2020,"34,592","31,801","2,791",8.1
CN0112300000000,1,123,"Tallapoosa County, AL",2020,"16,461","15,104","1,357",8.2
CN0112500000000,1,125,"Tuscaloosa County, AL",2020,"107,017","99,474","7,543",7.0
CN0112700000000,1,127,"Walker County, AL",2020,"26,474","24,871","1,603",6.1
CN0112900000000,1,129,"Washington County, AL",2020,"6,130","5,545",585,9.5
CN0113100000000,1,131,"Wilcox County, AL",2020,"3,871","3,409",462,11.9
CN0113300000000,1,133,"Winston County, AL",2020,"10,066","9,543",523,5.2
CN0201300000000,2,13,"Aleutians East Borough, AK",2020,"2,450","2,347",103,4.2
CN0201600000000,2,16,"Aleutians West Census Area, AK",2020,"3,713","3,538",175,4.7
CN0202000000000,2,20,"Anchorage Borough/municipality, AK",2020,"146,463","134,904","11,559",7.9
CN0205000000000,2,50,"Bethel Census Area, AK",2020,"6,988","6,135",853,12.2
CN0206000000000,2,60,"Bristol Bay Borough, AK",2020,448,417,31,6.9
CN0206300000000,2,63,"Chugach Census Area, AK",2020,"3,704","3,420",284,7.7
CN0206600000000,2,66,"Copper River Census Area, AK",2020,"1,224","1,090",134,10.9
CN0206800000000,2,68,"Denali Borough, AK",2020,722,614,108,15.0
CN0207000000000,2,70,"Dillingham Census Area, AK",2020,"1,731","1,580",151,8.7
CN0209000000000,2,90,"Fairbanks North Star Borough, AK",2020,"44,265","41,308","2,957",6.7
CN0210000000000,2,100,"Haines Borough, AK",2020,814,652,162,19.9
CN0210500000000,2,105,"Hoonah-Angoon Census Area, AK",2020,"1,076",927,149,13.8
CN0211000000000,2,110,"Juneau Borough/city, AK",2020,"15,901","14,764","1,137",7.2
CN0212200000000,2,122,"Kenai Peninsula Borough, AK",2020,"25,367","22,847","2,520",9.9
CN0213000000000,2,130,"Ketchikan Gateway Borough, AK",2020,"6,813","6,154",659,9.7
CN0215000000000,2,150,"Kodiak Island Borough, AK",2020,"6,037","5,638",399,6.6
CN0215800000000,2,158,"Kusilvak Census Area, AK",2020,"2,348","1,876",472,20.1
CN0216400000000,2,164,"Lake and Peninsula Borough, AK",2020,648,579,69,10.6
CN0217000000000,2,170,"Matanuska-Susitna Borough, AK",2020,"47,355","43,180","4,175",8.8
CN0218000000000,2,180,"Nome Census Area, AK",2020,"3,916","3,483",433,11.1
CN0218500000000,2,185,"North Slope Borough, AK",2020,"5,328","5,122",206,3.9
CN0218800000000,2,188,"Northwest Arctic Borough, AK",2020,"3,059","2,687",372,12.2
CN0219500000000,2,195,"Petersburg Borough, AK",2020,"1,498","1,368",130,8.7
CN0219800000000,2,198,"Prince of Wales-Hyder Census Area, AK",2020,"2,549","2,276",273,10.7
CN0222000000000,2,220,"Sitka Borough/city, AK",2020,"4,145","3,847",298,7.2
CN0223000000000,2,230,"Skagway Municipality, AK",2020,637,498,139,21.8
CN0224000000000,2,240,"Southeast Fairbanks Census Area, AK",2020,"2,724","2,498",226,8.3
CN0227500000000,2,275,"Wrangell Borough/city, AK",2020,797,713,84,10.5
CN0228200000000,2,282,"Yakutat Borough/city, AK",2020,334,310,24,7.2
CN0229000000000,2,290,"Yukon-Koyukuk Census Area, AK",2020,"2,490","2,194",296,11.9
CN0400100000000,4,1,"Apache County, AZ",2020,"19,829","17,391","2,438",12.3
CN0400300000000,4,3,"Cochise County, AZ",2020,"49,068","45,529","3,539",7.2
CN0400500000000,4,5,"Coconino County, AZ",2020,"71,202","64,173","7,029",9.9
CN0400700000000,4,7,"Gila County, AZ",2020,"20,873","19,315","1,558",7.5
CN0400900000000,4,9,"Graham County, AZ",2020,"15,344","14,358",986,6.4
CN0401100000000,4,11,"Greenlee County, AZ",2020,"4,695","4,460",235,5.0
CN0401200000000,4,12,"La Paz County, AZ",2020,"5,799","5,227",572,9.9
CN0401300000000,4,13,"Maricopa County, AZ",2020,"2,285,120","2,119,532","165,588",7.2
CN0401500000000,4,15,"Mohave County, AZ",2020,"84,088","75,532","8,556",10.2
CN0401700000000,4,17,"Navajo County, AZ",2020,"36,687","32,761","3,926",10.7
CN0401900000000,4,19,"Pima County, AZ",2020,"483,056","446,180","36,876",7.6
CN0402100000000,4,21,"Pinal County, AZ",2020,"182,332","168,731","13,601",7.5
CN0402300000000,4,23,"Santa Cruz County, AZ",2020,"20,346","18,181","2,165",10.6
CN0402500000000,4,25,"Yavapai County, AZ",2020,"99,250","91,530","7,720",7.8
CN0402700000000,4,27,"Yuma County, AZ",2020,"95,457","79,207","16,250",17.0
CN0500100000000,5,1,"Arkansas County, AR",2020,"8,143","7,766",377,4.6
CN0500300000000,5,3,"Ashley County, AR",2020,"7,007","6,338",669,9.5
CN0500500000000,5,5,"Baxter County, AR",2020,"15,787","14,800",987,6.3
CN0500700000000,5,7,"Benton County, AR",2020,"141,838","135,512","6,326",4.5
CN0500900000000,5,9,"Boone County, AR",2020,"16,141","15,305",836,5.2
CN0501100000000,5,11,"Bradley County, AR",2020,"3,993","3,736",257,6.4
CN0501300000000,5,13,"Calhoun County, AR",2020,"2,122","1,998",124,5.8
CN0501500000000,5,15,"Carroll County, AR",2020,"12,050","11,327",723,6.0
CN0501700000000,5,17,"Chicot County, AR",2020,"3,542","3,204",338,9.5
CN0501900000000,5,19,"Clark County, AR",2020,"9,917","9,369",548,5.5
CN0502100000000,5,21,"Clay County, AR",2020,"6,041","5,704",337,5.6
CN0502300000000,5,23,"Cleburne County, AR",2020,"9,868","9,170",698,7.1
CN0502500000000,5,25,"Cleveland County, AR",2020,"3,103","2,910",193,6.2
CN0502700000000,5,27,"Columbia County, AR",2020,"9,003","8,387",616,6.8
CN0502900000000,5,29,"Conway County, AR",2020,"9,183","8,675",508,5.5
CN0503100000000,5,31,"Craighead County, AR",2020,"52,840","49,831","3,009",5.7
CN0503300000000,5,33,"Crawford County, AR",2020,"25,217","23,790","1,427",5.7
CN0503500000000,5,35,"Crittenden County, AR",2020,"21,017","19,245","1,772",8.4
CN0503700000000,5,37,"Cross County, AR",2020,"7,498","7,049",449,6.0
CN0503900000000,5,39,"Dallas County, AR",2020,"2,779","2,629",150,5.4
CN0504100000000,5,41,"Desha County, AR",2020,"4,522","4,147",375,8.3
CN0504300000000,5,43,"Drew County, AR",2020,"7,820","7,290",530,6.8
CN0504500000000,5,45,"Faulkner County, AR",2020,"59,412","56,043","3,369",5.7
CN0504700000000,5,47,"Franklin County, AR",2020,"7,069","6,652",417,5.9
CN0504900000000,5,49,"Fulton County, AR",2020,"4,188","3,936",252,6.0
CN0505100000000,5,51,"Garland County, AR",2020,"42,909","39,590","3,319",7.7
CN0505300000000,5,53,"Grant County, AR",2020,"8,119","7,691",428,5.3
CN0505500000000,5,55,"Greene County, AR",2020,"19,485","18,315","1,170",6.0
CN0505700000000,5,57,"Hempstead County, AR",2020,"8,488","7,994",494,5.8
CN0505900000000,5,59,"Hot Spring County, AR",2020,"13,384","12,576",808,6.0
CN0506100000000,5,61,"Howard County, AR",2020,"5,236","4,959",277,5.3
CN0506300000000,5,63,"Independence County, AR",2020,"16,926","15,961",965,5.7
CN0506500000000,5,65,"Izard County, AR",2020,"4,141","3,750",391,9.4
CN0506700000000,5,67,"Jackson County, AR",2020,"5,884","5,463",421,7.2
CN0506900000000,5,69,"Jefferson County, AR",2020,"26,196","23,988","2,208",8.4
CN0507100000000,5,71,"Johnson County, AR",2020,"10,270","9,634",636,6.2
CN0507300000000,5,73,"Lafayette County, AR",2020,"2,411","2,226",185,7.7
CN0507500000000,5,75,"Lawrence County, AR",2020,"6,512","6,093",419,6.4
CN0507700000000,5,77,"Lee County, AR",2020,"2,566","2,354",212,8.3
CN0507900000000,5,79,"Lincoln County, AR",2020,"3,511","3,283",228,6.5
CN0508100000000,5,81,"Little River County, AR",2020,"5,117","4,769",348,6.8
CN0508300000000,5,83,"Logan County, AR",2020,"9,170","8,595",575,6.3
CN0508500000000,5,85,"Lonoke County, AR",2020,"33,871","31,994","1,877",5.5
CN0508700000000,5,87,"Madison County, AR",2020,"7,281","6,991",290,4.0
CN0508900000000,5,89,"Marion County, AR",2020,"5,499","5,093",406,7.4
CN0509100000000,5,91,"Miller County, AR",2020,"16,907","15,572","1,335",7.9
CN0509300000000,5,93,"Mississippi County, AR",2020,"18,628","17,058","1,570",8.4
CN0509500000000,5,95,"Monroe County, AR",2020,"2,944","2,761",183,6.2
CN0509700000000,5,97,"Montgomery County, AR",2020,"3,035","2,833",202,6.7
CN0509900000000,5,99,"Nevada County, AR",2020,"2,953","2,742",211,7.1
CN0510100000000,5,101,"Newton County, AR",2020,"2,666","2,506",160,6.0
CN0510300000000,5,103,"Ouachita County, AR",2020,"8,967","8,374",593,6.6
CN0510500000000,5,105,"Perry County, AR",2020,"3,968","3,737",231,5.8
CN0510700000000,5,107,"Phillips County, AR",2020,"5,878","5,304",574,9.8
CN0510900000000,5,109,"Pike County, AR",2020,"4,501","4,250",251,5.6
CN0511100000000,5,111,"Poinsett County, AR",2020,"9,802","9,257",545,5.6
CN0511300000000,5,113,"Polk County, AR",2020,"7,466","6,934",532,7.1
CN0511500000000,5,115,"Pope County, AR",2020,"25,987","24,345","1,642",6.3
CN0511700000000,5,117,"Prairie County, AR",2020,"3,626","3,429",197,5.4
CN0511900000000,5,119,"Pulaski County, AR",2020,"190,799","176,659","14,140",7.4
CN0512100000000,5,121,"Randolph County, AR",2020,"7,494","7,048",446,6.0
CN0512300000000,5,123,"St. Francis County, AR",2020,"7,971","7,343",628,7.9
CN0512500000000,5,125,"Saline County, AR",2020,"59,372","56,403","2,969",5.0
CN0512700000000,5,127,"Scott County, AR",2020,"4,085","3,892",193,4.7
CN0512900000000,5,129,"Searcy County, AR",2020,"3,137","2,952",185,5.9
CN0513100000000,5,131,"Sebastian County, AR",2020,"58,765","55,394","3,371",5.7
CN0513300000000,5,133,"Sevier County, AR",2020,"6,925","6,607",318,4.6
CN0513500000000,5,135,"Sharp County, AR",2020,"5,945","5,535",410,6.9
CN0513700000000,5,137,"Stone County, AR",2020,"3,993","3,665",328,8.2
CN0513900000000,5,139,"Union County, AR",2020,"16,532","15,222","1,310",7.9
CN0514100000000,5,141,"Van Buren County, AR",2020,"5,529","5,120",409,7.4
CN0514300000000,5,143,"Washington County, AR",2020,"121,288","115,402","5,886",4.9
CN0514500000000,5,145,"White County, AR",2020,"32,795","30,674","2,121",6.5
CN0514700000000,5,147,"Woodruff County, AR",2020,"2,839","2,675",164,5.8
CN0514900000000,5,149,"Yell County, AR",2020,"9,084","8,684",400,4.4
CN0600100000000,6,1,"Alameda County, CA",2020,"860,320","787,361","72,959",8.5
CN0600300000000,6,3,"Alpine County, CA",2020,384,324,60,15.6
CN0600500000000,6,5,"Amador County, CA",2020,"14,574","13,208","1,366",9.4
CN0600700000000,6,7,"Butte County, CA",2020,"91,515","82,838","8,677",9.5
CN0600900000000,6,9,"Calaveras County, CA",2020,"16,903","15,249","1,654",9.8
CN0601100000000,6,11,"Colusa County, CA",2020,"10,998","9,254","1,744",15.9
CN0601300000000,6,13,"Contra Costa County, CA",2020,"565,055","515,967","49,088",8.7
CN0601500000000,6,15,"Del Norte County, CA",2020,"8,947","8,032",915,10.2
CN0601700000000,6,17,"El Dorado County, CA",2020,"85,844","78,194","7,650",8.9
CN0601900000000,6,19,"Fresno County, CA",2020,"440,808","389,007","51,801",11.8
CN0602100000000,6,21,"Glenn County, CA",2020,"11,906","10,756","1,150",9.7
CN0602300000000,6,23,"Humboldt County, CA",2020,"58,653","53,560","5,093",8.7
CN0602500000000,6,25,"Imperial County, CA",2020,"69,732","53,576","16,156",23.2
CN0602700000000,6,27,"Inyo County, CA",2020,"8,035","7,365",670,8.3
CN0602900000000,6,29,"Kern County, CA",2020,"388,620","339,114","49,506",12.7
CN0603100000000,6,31,"Kings County, CA",2020,"54,896","48,119","6,777",12.3
CN0603300000000,6,33,"Lake County, CA",2020,"24,965","22,170","2,795",11.2
CN0603500000000,6,35,"Lassen County, CA",2020,"8,835","8,100",735,8.3
CN0603700000000,6,37,"Los Angeles County, CA",2020,"4,972,649","4,363,217","609,432",12.3
CN0603900000000,6,39,"Madera County, CA",2020,"63,315","56,454","6,861",10.8
CN0604100000000,6,41,"Marin County, CA",2020,"123,475","114,603","8,872",7.2
CN0604300000000,6,43,"Mariposa County, CA",2020,"6,733","5,935",798,11.9
CN0604500000000,6,45,"Mendocino County, CA",2020,"36,035","32,631","3,404",9.4
CN0604700000000,6,47,"Merced County, CA",2020,"115,679","101,265","14,414",12.5
CN0604900000000,6,49,"Modoc County, CA",2020,"3,014","2,735",279,9.3
CN0605100000000,6,51,"Mono County, CA",2020,"7,393","6,456",937,12.7
CN0605300000000,6,53,"Monterey County, CA",2020,"211,949","188,073","23,876",11.3
CN0605500000000,6,55,"Napa County, CA",2020,"69,252","63,105","6,147",8.9
CN0605700000000,6,57,"Nevada County, CA",2020,"44,110","40,308","3,802",8.6
CN0605900000000,6,59,"Orange County, CA",2020,"1,575,342","1,436,010","139,332",8.8
CN0606100000000,6,61,"Placer County, CA",2020,"185,655","171,753","13,902",7.5
CN0606300000000,6,63,"Plumas County, CA",2020,"7,709","6,869",840,10.9
CN0606500000000,6,65,"Riverside County, CA",2020,"1,100,493","988,619","111,874",10.2
CN0606700000000,6,67,"Sacramento County, CA",2020,"741,184","673,981","67,203",9.1
CN0606900000000,6,69,"San Benito County, CA",2020,"31,892","28,679","3,213",10.1
CN0607100000000,6,71,"San Bernardino County, CA",2020,"972,869","879,636","93,233",9.6
CN0607300000000,6,73,"San Diego County, CA",2020,"1,569,640","1,425,340","144,300",9.2
CN0607500000000,6,75,"San Francisco County/city, CA",2020,"518,660","474,467","44,193",8.5
CN0607700000000,6,77,"San Joaquin County, CA",2020,"347,165","308,777","38,388",11.1
CN0607900000000,6,79,"San Luis Obispo County, CA",2020,"129,289","118,828","10,461",8.1
CN0608100000000,6,81,"San Mateo County, CA",2020,"409,856","379,595","30,261",7.4
CN0608300000000,6,83,"Santa Barbara County, CA",2020,"216,062","198,326","17,736",8.2
CN0608500000000,6,85,"Santa Clara County, CA",2020,"1,001,981","929,079","72,902",7.3
CN0608700000000,6,87,"Santa Cruz County, CA",2020,"135,681","122,677","13,004",9.6
CN0608900000000,6,89,"Shasta County, CA",2020,"76,594","70,082","6,512",8.5
CN0609100000000,6,91,"Sierra County, CA",2020,"1,288","1,180",108,8.4
CN0609300000000,6,93,"Siskiyou County, CA",2020,"16,301","14,604","1,697",10.4
CN0609500000000,6,95,"Solano County, CA",2020,"209,890","190,205","19,685",9.4
CN0609700000000,6,97,"Sonoma County, CA",2020,"243,558","223,882","19,676",8.1
CN0609900000000,6,99,"Stanislaus County, CA",2020,"244,332","217,902","26,430",10.8
CN0610100000000,6,101,"Sutter County, CA",2020,"44,619","39,442","5,177",11.6
CN0610300000000,6,103,"Tehama County, CA",2020,"26,619","24,287","2,332",8.8
CN0610500000000,6,105,"Trinity County, CA",2020,"5,249","4,849",400,7.6
CN0610700000000,6,107,"Tulare County, CA",2020,"204,288","177,101","27,187",13.3
CN0610900000000,6,109,"Tuolumne County, CA",2020,"20,655","18,506","2,149",10.4
CN0611100000000,6,111,"Ventura County, CA",2020,"410,423","374,719","35,704",8.7
CN0611300000000,6,113,"Yolo County, CA",2020,"102,562","94,526","8,036",7.8
CN0611500000000,6,115,"Yuba County, CA",2020,"32,129","28,867","3,262",10.2
CN0800100000000,8,1,"Adams County, CO",2020,"280,473","260,156","20,317",7.2
CN0800300000000,8,3,"Alamosa County, CO",2020,"8,055","7,560",495,6.1
CN0800500000000,8,5,"Arapahoe County, CO",2020,"359,106","332,667","26,439",7.4
CN0800700000000,8,7,"Archuleta County, CO",2020,"6,501","6,012",489,7.5
CN0800900000000,8,9,"Baca County, CO",2020,"1,703","1,657",46,2.7
CN0801100000000,8,11,"Bent County, CO",2020,"1,736","1,656",80,4.6
CN0801300000000,8,13,"Boulder County, CO",2020,"184,024","173,007","11,017",6.0
CN0801400000000,8,14,"Broomfield County/city, CO",2020,"41,597","39,120","2,477",6.0
CN0801500000000,8,15,"Chaffee County, CO",2020,"9,442","8,879",563,6.0
CN0801700000000,8,17,"Cheyenne County, CO",2020,994,970,24,2.4
CN0801900000000,8,19,"Clear Creek County, CO",2020,"5,696","5,216",480,8.4
CN0802100000000,8,21,"Conejos County, CO",2020,"3,627","3,423",204,5.6
CN0802300000000,8,23,"Costilla County, CO",2020,"1,339","1,220",119,8.9
CN0802500000000,8,25,"Crowley County, CO",2020,"1,879","1,803",76,4.0
CN0802700000000,8,27,"Custer County, CO",2020,"1,947","1,852",95,4.9
CN0802900000000,8,29,"Delta County, CO",2020,"12,114","11,245",869,7.2
CN0803100000000,8,31,"Denver County/city, CO",2020,"429,095","397,124","31,971",7.5
CN0803300000000,8,33,"Dolores County, CO",2020,"1,091","1,017",74,6.8
CN0803500000000,8,35,"Douglas County, CO",2020,"196,496","186,097","10,399",5.3
CN0803700000000,8,37,"Eagle County, CO",2020,"34,517","31,375","3,142",9.1
CN0803900000000,8,39,"Elbert County, CO",2020,"13,818","13,180",638,4.6
CN0804100000000,8,41,"El Paso County, CO",2020,"351,524","328,410","23,114",6.6
CN0804300000000,8,43,"Fremont County, CO",2020,"16,017","14,906","1,111",6.9
CN0804500000000,8,45,"Garfield County, CO",2020,"33,143","31,143","2,000",6.0
CN0804700000000,8,47,"Gilpin County, CO",2020,"3,663","3,242",421,11.5
CN0804900000000,8,49,"Grand County, CO",2020,"9,039","8,311",728,8.1
CN0805100000000,8,51,"Gunnison County, CO",2020,"10,450","9,759",691,6.6
CN0805300000000,8,53,"Hinsdale County, CO",2020,363,347,16,4.4
CN0805500000000,8,55,"Huerfano County, CO",2020,"2,541","2,312",229,9.0
CN0805700000000,8,57,"Jackson County, CO",2020,736,700,36,4.9
CN0805900000000,8,59,"Jefferson County, CO",2020,"326,383","304,611","21,772",6.7
CN0806100000000,8,61,"Kiowa County, CO",2020,799,778,21,2.6
CN0806300000000,8,63,"Kit Carson County, CO",2020,"3,941","3,822",119,3.0
CN0806500000000,8,65,"Lake County, CO",2020,"4,354","3,994",360,8.3
CN0806700000000,8,67,"La Plata County, CO",2020,"28,935","26,952","1,983",6.9
CN0806900000000,8,69,"Larimer County, CO",2020,"193,235","181,380","11,855",6.1
CN0807100000000,8,71,"Las Animas County, CO",2020,"6,341","5,896",445,7.0
CN0807300000000,8,73,"Lincoln County, CO",2020,"1,781","1,682",99,5.6
CN0807500000000,8,75,"Logan County, CO",2020,"11,402","10,922",480,4.2
CN0807700000000,8,77,"Mesa County, CO",2020,"76,006","70,806","5,200",6.8
CN0807900000000,8,79,"Mineral County, CO",2020,399,373,26,6.5
CN0808100000000,8,81,"Moffat County, CO",2020,"6,538","6,134",404,6.2
CN0808300000000,8,83,"Montezuma County, CO",2020,"11,619","10,778",841,7.2
CN0808500000000,8,85,"Montrose County, CO",2020,"19,590","18,270","1,320",6.7
CN0808700000000,8,87,"Morgan County, CO",2020,"14,471","13,671",800,5.5
CN0808900000000,8,89,"Otero County, CO",2020,"7,743","7,271",472,6.1
CN0809100000000,8,91,"Ouray County, CO",2020,"2,396","2,211",185,7.7
CN0809300000000,8,93,"Park County, CO",2020,"8,752","8,175",577,6.6
CN0809500000000,8,95,"Phillips County, CO",2020,"2,323","2,260",63,2.7
CN0809700000000,8,97,"Pitkin County, CO",2020,"11,870","10,783","1,087",9.2
CN0809900000000,8,99,"Prowers County, CO",2020,"5,832","5,580",252,4.3
CN0810100000000,8,101,"Pueblo County, CO",2020,"73,948","68,140","5,808",7.9
CN0810300000000,8,103,"Rio Blanco County, CO",2020,"3,069","2,920",149,4.9
CN0810500000000,8,105,"Rio Grande County, CO",2020,"5,358","4,997",361,6.7
CN0810700000000,8,107,"Routt County, CO",2020,"14,502","13,334","1,168",8.1
CN0810900000000,8,109,"Saguache County, CO",2020,"3,056","2,836",220,7.2
CN0811100000000,8,111,"San Juan County, CO",2020,388,356,32,8.2
CN0811300000000,8,113,"San Miguel County, CO",2020,"5,290","4,738",552,10.4
CN0811500000000,8,115,"Sedgwick County, CO",2020,"1,157","1,118",39,3.4
CN0811700000000,8,117,"Summit County, CO",2020,"20,459","18,430","2,029",9.9
CN0811900000000,8,119,"Teller County, CO",2020,"12,301","11,412",889,7.2
CN0812100000000,8,121,"Washington County, CO",2020,"2,413","2,330",83,3.4
CN0812300000000,8,123,"Weld County, CO",2020,"165,138","154,419","10,719",6.5
CN0812500000000,8,125,"Yuma County, CO",2020,"5,264","5,119",145,2.8
CN0911000000000,9,110,"Capitol Planning Region, CT",2020,"509,247","468,097","41,150",8.1
CN0912000000000,9,120,"Greater Bridgeport Planning Region, CT",2020,"164,008","149,101","14,907",9.1
CN0913000000000,9,130,"Lower Connecticut River Valley Planning Region, CT",2020,"94,454","88,072","6,382",6.8
CN0914000000000,9,140,"Naugatuck Valley Planning Region, CT",2020,"235,743","215,778","19,965",8.5
CN0915000000000,9,150,"Northeastern Connecticut Planning Region, CT",2020,"50,477","46,544","3,933",7.8
CN0916000000000,9,160,"Northwest Hills Planning Region, CT",2020,"59,719","55,563","4,156",7.0
CN0917000000000,9,170,"South Central Connecticut Planning Region, CT",2020,"303,226","279,483","23,743",7.8
CN0918000000000,9,180,"Southeastern Connecticut Planning Region, CT",2020,"139,215","125,620","13,595",9.8
CN0919000000000,9,190,"Western Connecticut Planning Region, CT",2020,"321,828","299,644","22,184",6.9
CN1000100000000,10,1,"Kent County, DE",2020,"83,800","77,184","6,616",7.9
CN1000300000000,10,3,"New Castle County, DE",2020,"296,701","274,424","22,277",7.5
CN1000500000000,10,5,"Sussex County, DE",2020,"106,281","98,587","7,694",7.2
CN1100100000000,11,1,District of Columbia,2020,"386,856","355,967","30,889",8.0
CN1200100000000,12,1,"Alachua County, FL",2020,"133,885","126,157","7,728",5.8
CN1200300000000,12,3,"Baker County, FL",2020,"11,452","10,849",603,5.3
CN1200500000000,12,5,"Bay County, FL",2020,"82,749","77,576","5,173",6.3
CN1200700000000,12,7,"Bradford County, FL",2020,"10,067","9,384",683,6.8
CN1200900000000,12,9,"Brevard County, FL",2020,"280,622","261,161","19,461",6.9
CN1201100000000,12,11,"Broward County, FL",2020,"1,012,617","918,667","93,950",9.3
CN1201300000000,12,13,"Calhoun County, FL",2020,"4,844","4,590",254,5.2
CN1201500000000,12,15,"Charlotte County, FL",2020,"67,207","61,848","5,359",8.0
CN1201700000000,12,17,"Citrus County, FL",2020,"49,373","45,276","4,097",8.3
CN1201900000000,12,19,"Clay County, FL",2020,"103,194","97,386","5,808",5.6
CN1202100000000,12,21,"Collier County, FL",2020,"163,601","151,064","12,537",7.7
CN1202300000000,12,23,"Columbia County, FL",2020,"27,091","25,297","1,794",6.6
